Region Code: AS
"Region Name: Asia"
Country Code: PHL
"Country Name: Philippines"
Export date: 4/17/2026 7:42:03 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0410,Otitis media,2003,Male,Age_all,[All],39.00000000,0.01668528,0.10250438,0.09340962,
CG0490,Perinatal conditions,2003,Male,Age_all,[All],7944.00000000,3.39866261,12.10750727,19.02682075,
CG0500,Low birth weight,2003,Male,Age_all,[All],540.00000000,0.23102691,0.82301787,1.29336395,
CG0510,Birth asphyxia and birth trauma,2003,Male,Age_all,[All],516.00000000,0.22075905,0.78643929,1.23588111,
CG0520,Other perinatal conditions,2003,Male,Age_all,[All],6891.00000000,2.94816013,10.50262244,16.50476105,
CG0530,Nutritional deficiencies,2003,Male,Age_all,[All],2099.00000000,0.89801017,12.35927095,5.02735357,
CG0540,Protein-energy malnutrition,2003,Male,Age_all,[All],1072.00000000,0.45863121,5.94965244,2.56756695,
CG0550,Iodine deficiency,2003,Male,Age_all,[All],2.00000000,0.00085566,0.00326468,0.00479024,
CG0560,Vitamin A deficiency,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00319445,0.00239512,
CG0570,Iron-deficiency anaemia,2003,Male,Age_all,[All],816.00000000,0.34910734,4.72852986,1.95441663,
CG0580,Other nutritional disorders,2003,Male,Age_all,[All],208.00000000,0.08898814,1.67462952,0.49818463,
CG0590,Noncommunicable diseases,2003,Male,Age_all,[All],140908.00000000,60.28433424,779.83594220,337.49134674,
CG0600,Malignant neoplasms,2003,Male,Age_all,[All],20634.00000000,8.82779510,106.47153748,49.42087354,
CG0610,Mouth and oropharynx cancers,2003,Male,Age_all,[All],1184.00000000,0.50654790,6.04406176,2.83582021,
CG0611,a. Lip and oral cavity cancers,2003,Male,Age_all,[All],353.00000000,0.15102315,1.90245422,0.84547680,
CG0612,b. Nasopharynx cancers,2003,Male,Age_all,[All],345.00000000,0.14760053,1.52697022,0.82631586,
CG0613,c. Other pharynx cancer,2003,Male,Age_all,[All],486.00000000,0.20792422,2.61463732,1.16402755,
CG0620,Oesophagus cancer,2003,Male,Age_all,[All],309.00000000,0.13219873,1.69823501,0.74009159,
CG0630,Stomach cancer,2003,Male,Age_all,[All],909.00000000,0.38889531,4.90905281,2.17716265,
CG0640,Colon and rectum cancers,2003,Male,Age_all,[All],1519.00000000,0.64987015,8.04354494,3.63818488,
CG0650,Liver cancer,2003,Male,Age_all,[All],3623.00000000,1.55001947,17.50410355,8.67751405,
CG0660,Pancreas cancer,2003,Male,Age_all,[All],495.00000000,0.21177467,2.65902098,1.18558362,
CG0670,"Trachea, bronchus, lung cancers",2003,Male,Age_all,[All],5174.00000000,2.21358010,27.89417046,12.39234272,
CG0680,Melanoma and other skin cancers,2003,Male,Age_all,[All],130.00000000,0.05561759,0.72325784,0.31136540,
CG0681,a. Malignant skin melanoma,2003,Male,Age_all,[All],39.00000000,0.01668528,0.21870830,0.09340962,
CG0682,b. Non-melanoma skin cancer,2003,Male,Age_all,[All],91.00000000,0.03893231,0.50454954,0.21795578,
CG0690,Breast cancer,2003,Male,Age_all,[All],60.00000000,0.02566966,0.31706095,0.14370711,
CG0730,Prostate cancer,2003,Male,Age_all,[All],1398.00000000,0.59810301,10.85115958,3.34837556,
CG0731,Testicular cancer,2003,Male,Age_all,[All],64.00000000,0.02738097,0.23067100,0.15328758,
CG0732,Kidney cancer,2003,Male,Age_all,[All],260.00000000,0.11123518,1.27374486,0.62273079,
CG0740,Bladder cancer,2003,Male,Age_all,[All],182.00000000,0.07786463,1.06790841,0.43591155,
CG0741,Brain and nervous system cancers,2003,Male,Age_all,[All],590.00000000,0.25241830,2.27610228,1.41311987,
CG0742,Gallbladder and biliary tract cancer,2003,Male,Age_all,[All],77.00000000,0.03294273,0.45241088,0.18442412,
CG0743,Larynx cancer,2003,Male,Age_all,[All],312.00000000,0.13348222,1.65609314,0.74727695,
CG0744,Thyroid cancer,2003,Male,Age_all,[All],190.00000000,0.08128725,1.04641586,0.45507250,
CG0745,Mesothelioma,2003,Male,Age_all,[All],7.00000000,0.00299479,0.02995272,0.01676583,
CG0750,"Lymphomas, multiple myeloma",2003,Male,Age_all,[All],644.00000000,0.27552099,2.88261763,1.54245626,
CG0751,a. Hodgkin lymphoma,2003,Male,Age_all,[All],44.00000000,0.01882442,0.16306682,0.10538521,
CG0752,b. Non-Hodgkin lymphoma,2003,Male,Age_all,[All],536.00000000,0.22931560,2.40538718,1.28378347,
CG0753,c. Multiple myeloma,2003,Male,Age_all,[All],64.00000000,0.02738097,0.31416362,0.15328758,
CG0760,Leukaemia,2003,Male,Age_all,[All],1191.00000000,0.50954270,3.72549387,2.85258604,
CG0780,Other neoplasms,2003,Male,Age_all,[All],1061.00000000,0.45392510,4.99852849,2.54122065,
CG0790,Diabetes mellitus,2003,Male,Age_all,[All],6823.00000000,2.91906785,37.18433165,16.34189300,
CG0800,Endocrine disorders,2003,Male,Age_all,[All],1530.00000000,0.65457626,6.85727855,3.66453119,
CG0810,Neuropsychiatric conditions,2003,Male,Age_all,[All],2732.00000000,1.16882506,10.25308779,6.54346353,
CG0820,Unipolar depressive disorders,2003,Male,Age_all,[All],20.00000000,0.00855655,0.09609985,0.04790237,
CG0830,Bipolar disorder,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00259585,0.00239512,
CG0840,Schizophrenia,2003,Male,Age_all,[All],148.00000000,0.06331849,0.57568303,0.35447753,
CG0850,Epilepsy,2003,Male,Age_all,[All],607.00000000,0.25969137,1.57700740,1.45383688,
CG0860,Alcohol use disorders,2003,Male,Age_all,[All],522.00000000,0.22332602,1.90206178,1.25025182,
CG0870,Alzheimer and other dementias,2003,Male,Age_all,[All],243.00000000,0.10396211,1.68331829,0.58201378,
CG0880,Parkinson disease,2003,Male,Age_all,[All],153.00000000,0.06545763,1.06954996,0.36645312,
CG0890,Multiple sclerosis,2003,Male,Age_all,[All],11.00000000,0.00470610,0.04453965,0.02634630,
CG0900,Drug use disorders,2003,Male,Age_all,[All],54.00000000,0.02310269,0.14678547,0.12933639,
CG0910,Post-traumatic stress disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00276609,0.00239512,
CG0960,Mental Retardation,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00235609,0.00239512,
CG0970,Other neuropsychiatric disorders,2003,Male,Age_all,[All],971.00000000,0.41542062,3.15032433,2.32565999,
CG0980,Sense organ diseases,2003,Male,Age_all,[All],38.00000000,0.01625745,0.18147064,0.09101450,
CG0990,Glaucoma,2003,Male,Age_all,[All],2.00000000,0.00085566,0.01915479,0.00479024,
CG1000,Cataracts,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2003,Male,Age_all,[All],36.00000000,0.01540179,0.16231586,0.08622426,
CG1040,Cardiovascular diseases,2003,Male,Age_all,[All],67731.00000000,28.97719251,400.77072926,162.22376590,
CG1050,Rheumatic heart disease,2003,Male,Age_all,[All],1027.00000000,0.43937897,2.66802867,2.45978662,
CG1060,Hypertensive heart disease,2003,Male,Age_all,[All],5983.00000000,2.55969265,36.56774292,14.32999352,
CG1070,Ischaemic heart disease,2003,Male,Age_all,[All],24431.00000000,10.45225658,142.90135449,58.51513819,
CG1080,Cerebrovascular disease,2003,Male,Age_all,[All],17717.00000000,7.57982194,103.40595445,42.43431310,
CG1090,Inflammatory heart diseases,2003,Male,Age_all,[All],628.00000000,0.26867575,2.94162537,1.50413437,
CG1110,Respiratory diseases,2003,Male,Age_all,[All],14344.00000000,6.13675938,88.95535676,34.35557866,
CG1120,Chronic obstructive pulmonary disease,2003,Male,Age_all,[All],7917.00000000,3.38711127,53.36122554,18.96215255,
CG1130,Asthma,2003,Male,Age_all,[All],4980.00000000,2.13058155,27.85663848,11.92768975,
CG1140,Other respiratory diseases,2003,Male,Age_all,[All],1447.00000000,0.61906657,7.73749274,3.46573636,
CG1150,Digestive diseases,2003,Male,Age_all,[All],14531.00000000,6.21676314,67.93321320,34.80346580,
CG1160,Peptic ulcer disease,2003,Male,Age_all,[All],4048.00000000,1.73184620,23.51471845,9.69543938,
CG1170,Cirrhosis of the liver,2003,Male,Age_all,[All],4667.00000000,1.99667150,20.67069530,11.17801768,
CG1180,Appendicitis,2003,Male,Age_all,[All],204.00000000,0.08727683,0.72288095,0.48860416,
CG1181,Gastritis and duodenitis,2003,Male,Age_all,[All],117.00000000,0.05005583,0.63491918,0.28022886,
CG1182,Paralytic ileus and intestinal obstruction,2003,Male,Age_all,[All],509.00000000,0.21776426,2.44672678,1.21911528,
CG1183,Inflammatory bowel disease,2003,Male,Age_all,[All],145.00000000,0.06203500,0.90165611,0.34729217,
CG1184,Gallbladder and biliary diseases,2003,Male,Age_all,[All],327.00000000,0.13989963,1.69269622,0.78320372,
CG1185,Pancreatitis,2003,Male,Age_all,[All],2565.00000000,1.09737784,7.73816834,6.14347875,
CG1190,Other digestive diseases,2003,Male,Age_all,[All],1949.00000000,0.83383603,9.61075188,4.66808581,
CG1200,Genitourinary diseases,2003,Male,Age_all,[All],7523.00000000,3.21854718,40.68132585,18.01847590,
CG1210,Nephritis and nephrosis,2003,Male,Age_all,[All],6044.00000000,2.58579013,30.81569720,14.47609575,
CG1220,Benign prostatic hypertrophy,2003,Male,Age_all,[All],432.00000000,0.18482153,3.77810151,1.03469116,
CG1230,Other genitourinary system diseases,2003,Male,Age_all,[All],1047.00000000,0.44793552,6.08752714,2.50768899,
CG1240,Skin diseases,2003,Male,Age_all,[All],616.00000000,0.26354181,3.76113576,1.47539295,
CG1250,Musculoskeletal diseases,2003,Male,Age_all,[All],1024.00000000,0.43809548,7.58930046,2.45260127,
CG1260,Rheumatoid arthritis,2003,Male,Age_all,[All],252.00000000,0.10781256,2.09324263,0.60356984,
CG1270,Osteoarthritis,2003,Male,Age_all,[All],194.00000000,0.08299856,1.72635727,0.46465297,
CG1280,Gout,2003,Male,Age_all,[All],172.00000000,0.07358635,1.06184388,0.41196037,
CG1290,Back pain,2003,Male,Age_all,[All],8.00000000,0.00342262,0.03247350,0.01916095,
CG1300,Other musculoskeletal disorders,2003,Male,Age_all,[All],398.00000000,0.17027539,2.67538318,0.95325713,
CG1310,Congenital anomalies,2003,Male,Age_all,[All],2110.00000000,0.90271628,3.76762453,5.05369987,
CG1320,Abdominal wall defect,2003,Male,Age_all,[All],12.00000000,0.00513393,0.01828929,0.02874142,
CG1330,Anencephaly,2003,Male,Age_all,[All],10.00000000,0.00427828,0.01535449,0.02395118,
CG1340,Anorectal atresia,2003,Male,Age_all,[All],32.00000000,0.01369048,0.04913270,0.07664379,
CG1350,Cleft lip,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2003,Male,Age_all,[All],10.00000000,0.00427828,0.01545754,0.02395118,
CG1370,Oesophageal atresia,2003,Male,Age_all,[All],4.00000000,0.00171131,0.01302312,0.00958047,
CG1380,Renal agenesis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1390,Down syndrome,2003,Male,Age_all,[All],73.00000000,0.03123142,0.12734479,0.17484364,
CG1400,Congenital heart anomalies,2003,Male,Age_all,[All],1317.00000000,0.56344898,2.30189194,3.15437096,
CG1410,Spina bifida,2003,Male,Age_all,[All],17.00000000,0.00727307,0.02659060,0.04071701,
CG1420,Other Congenital anomalies,2003,Male,Age_all,[All],635.00000000,0.27167054,1.20054006,1.52090020,
CG1430,Oral conditions,2003,Male,Age_all,[All],44.00000000,0.01882442,0.17649590,0.10538521,
CG1440,Dental caries,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00459225,0.00239512,
CG1450,Periodontal disease,2003,Male,Age_all,[All],7.00000000,0.00299479,0.03595050,0.01676583,
CG1460,Edentulism,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2003,Male,Age_all,[All],36.00000000,0.01540179,0.13595314,0.08622426,
CG1475,Sudden infant death syndrome,2003,Male,Age_all,[All],167.00000000,0.07144721,0.25452590,0.39998478,
CG1480,Injuries,2003,Male,Age_all,[All],27713.00000000,11.85638682,84.66828618,66.37591685,
CG1490,Unintentional injuries,2003,Male,Age_all,[All],10828.00000000,4.63251747,34.00003692,25.93434228,
CG1500,Road traffic accidents,2003,Male,Age_all,[All],4586.00000000,1.96201746,14.01532587,10.98401309,
CG1510,Poisonings,2003,Male,Age_all,[All],109.00000000,0.04663321,0.32062013,0.26106791,
CG1520,Falls,2003,Male,Age_all,[All],1098.00000000,0.46975473,4.78631989,2.62984003,
CG1530,Fires,2003,Male,Age_all,[All],316.00000000,0.13519353,1.09897462,0.75685742,
CG1540,Drownings,2003,Male,Age_all,[All],2126.00000000,0.90956152,5.67159781,5.09202177,
CG1541,Exposure to mechanical forces,2003,Male,Age_all,[All],216.00000000,0.09241077,0.63167821,0.51734558,
CG1542,Natural disasters,2003,Male,Age_all,[All],202.00000000,0.08642118,0.61311000,0.48381392,
CG1550,Other unintentional injuries,2003,Male,Age_all,[All],2175.00000000,0.93052507,6.86241039,5.20938257,
CG1560,Intentional injuries,2003,Male,Age_all,[All],13467.00000000,5.76155455,39.40580642,32.25505980,
CG1570,Self-inflicted injuries,2003,Male,Age_all,[All],1142.00000000,0.48857914,3.33389824,2.73522524,
CG1580,Violence,2003,Male,Age_all,[All],12105.00000000,5.17885334,35.44009628,28.99290851,
CG1590,War,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2003,Male,Age_all,[All],220.00000000,0.09412208,0.63181190,0.52692605,
CG1610,Ill-defined diseases,2003,Male,Age_all,[All],10573.00000000,4.52342142,72.86511979,25.32358709,
CG0768,Ill-defined malignant neoplasms,2003,Male,Age_all,[All],830.00000000,0.35509692,4.30947928,1.98794829,
CG0769,Other malignant neoplasms,2003,Male,Age_all,[All],1486.00000000,0.63575184,6.87697966,3.55914598,
CG0789,Diabetes mellitus and endocrine disorders,2003,Male,Age_all,[All],8353.00000000,3.57364411,44.04161020,20.00642419,
CG1098,Ill-defined circulatory diseases,2003,Male,Age_all,[All],16211.00000000,6.93551354,102.41836928,38.82726475,
CG1099,Other circulatory diseases,2003,Male,Age_all,[All],1734.00000000,0.74185309,9.86765407,4.15313535,
CG1605,Ill-defined injuries/accidents,2003,Male,Age_all,[All],3418.00000000,1.46231480,11.26244285,8.18651477,
CG0395,COVID-19,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2003,Female,Age_all,[All],162592.00000000,100.00000000,710.09146304,393.68159824,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2003,Female,Age_all,[All],41639.00000000,25.60950108,160.88494701,100.81989316,
CG0020,Infectious and parasitic diseases,2003,Female,Age_all,[All],15342.00000000,9.43588860,55.01458511,37.14735707,
CG0030,Tuberculosis,2003,Female,Age_all,[All],8404.00000000,5.16876599,34.91055871,20.34848056,
CG0040,STDs excluding HIV,2003,Female,Age_all,[All],29.00000000,0.01783606,0.08952261,0.07021727,
CG0050,Syphilis,2003,Female,Age_all,[All],1.00000000,0.00061504,0.00160541,0.00242129,
CG0060,Chlamydia,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2003,Female,Age_all,[All],28.00000000,0.01722102,0.08791720,0.06779598,
CG0090,HIV/AIDS,2003,Female,Age_all,[All],11.00000000,0.00676540,0.02999474,0.02663414,
CG0100,Diarrhoeal diseases,2003,Female,Age_all,[All],1885.00000000,1.15934363,5.28150529,4.56412254,
CG0110,Childhood-cluster diseases,2003,Female,Age_all,[All],880.00000000,0.54123204,1.77277262,2.13073095,
CG0120,Pertussis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2003,Female,Age_all,[All],9.00000000,0.00553533,0.02605458,0.02179157,
CG0140,Diphtheria,2003,Female,Age_all,[All],12.00000000,0.00738044,0.01986328,0.02905542,
CG0150,Measles,2003,Female,Age_all,[All],682.00000000,0.41945483,1.12750366,1.65131649,
CG0160,Tetanus,2003,Female,Age_all,[All],177.00000000,0.10886144,0.59935108,0.42856748,
CG0170,Meningitis,2003,Female,Age_all,[All],815.00000000,0.50125467,1.72844635,1.97334741,
CG0180,Hepatitis B,2003,Female,Age_all,[All],215.00000000,0.13223283,0.78601722,0.52057631,
CG0190,Hepatitis C,2003,Female,Age_all,[All],8.00000000,0.00492029,0.03556420,0.01937028,
CG0200,Malaria,2003,Female,Age_all,[All],84.00000000,0.05166306,0.27225975,0.20338795,
CG0210,Tropical-cluster diseases,2003,Female,Age_all,[All],89.00000000,0.05473824,0.35301363,0.21549438,
CG0220,Trypanosomiasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2003,Female,Age_all,[All],89.00000000,0.05473824,0.35301363,0.21549438,
CG0250,Leishmaniasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2003,Female,Age_all,[All],13.00000000,0.00799547,0.06535399,0.03147671,
CG0290,Dengue,2003,Female,Age_all,[All],449.00000000,0.27615135,0.85892072,1.08715704,
CG0300,Japanese encephalitis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2003,Female,Age_all,[All],18.00000000,0.01107066,0.03836090,0.04358313,
CG0330,Ascariasis,2003,Female,Age_all,[All],17.00000000,0.01045562,0.03478970,0.04116185,
CG0340,Trichuriasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2003,Female,Age_all,[All],1.00000000,0.00061504,0.00357120,0.00242129,
CG0360,Other intestinal infections,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2003,Female,Age_all,[All],2442.00000000,1.50191891,8.79229440,5.91277838,
CG0380,Respiratory infections,2003,Female,Age_all,[All],16807.00000000,10.33691695,82.49445097,40.69453984,
CG0390,Lower respiratory infections,2003,Female,Age_all,[All],16749.00000000,10.30124483,82.30848552,40.55410530,
CG0400,Upper respiratory infections,2003,Female,Age_all,[All],35.00000000,0.02152627,0.12894783,0.08474498,
CG0410,Otitis media,2003,Female,Age_all,[All],23.00000000,0.01414584,0.05701762,0.05568956,
CG0420,Maternal conditions,2003,Female,Age_all,[All],1798.00000000,1.10583547,4.58680267,4.35347073,
CG0430,Maternal haemorrhage,2003,Female,Age_all,[All],421.00000000,0.25893033,1.08174435,1.01936106,
CG0440,Maternal sepsis,2003,Female,Age_all,[All],68.00000000,0.04182248,0.16870801,0.16464739,
CG0450,Hypertensive disorders,2003,Female,Age_all,[All],479.00000000,0.29460244,1.22615993,1.15979560,
CG0460,Obstructed labour,2003,Female,Age_all,[All],6.00000000,0.00369022,0.01617057,0.01452771,
CG0470,Pregnancy with abortive outcome,2003,Female,Age_all,[All],189.00000000,0.11624188,0.48587632,0.45762290,
CG0480,Other maternal conditions,2003,Female,Age_all,[All],635.00000000,0.39054812,1.60814350,1.53751608,
CG0490,Perinatal conditions,2003,Female,Age_all,[All],5392.00000000,3.31627632,8.65636749,13.05556963,
CG0500,Low birth weight,2003,Female,Age_all,[All],410.00000000,0.25216493,0.65821785,0.99272692,
CG0510,Birth asphyxia and birth trauma,2003,Female,Age_all,[All],356.00000000,0.21895296,0.57152575,0.86197752,
CG0520,Other perinatal conditions,2003,Female,Age_all,[All],4626.00000000,2.84515843,7.42662389,11.20086519,
CG0530,Nutritional deficiencies,2003,Female,Age_all,[All],2300.00000000,1.41458374,10.13274076,5.56895589,
CG0540,Protein-energy malnutrition,2003,Female,Age_all,[All],1285.00000000,0.79032179,5.76317127,3.11135144,
CG0550,Iodine deficiency,2003,Female,Age_all,[All],2.00000000,0.00123007,0.01048019,0.00484257,
CG0560,Vitamin A deficiency,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2003,Female,Age_all,[All],831.00000000,0.51109526,3.36219661,2.01208798,
CG0580,Other nutritional disorders,2003,Female,Age_all,[All],182.00000000,0.11193663,0.99689269,0.44067390,
