Country,2023
Comoros,62.9
Ecuador,89.1
Ghana,89
Haiti,97.9
Iran (Islamic Republic of),91.7
Kazakhstan,94
Mozambique,94
Namibia,99
Nigeria,96
Rwanda,97
Senegal,93
Tajikistan,96
Togo,91
Uganda,83
