Country,Most recent data as of 2024,Most recent data as of 2024_Footnote
Albania,26.2,"Source: Behavioral surveillance survey and programme data, 2024"
Algeria,27.9,"Source: Behavioral surveillance survey and programme data, 2024"
Belarus,28.8,"Source: Behavioral surveillance survey and programme data, 2024"
Cameroon,31,"Source: Behavioral surveillance survey and programme data, 2023"
Lao People's Democratic Republic,13.8,"Source: Sentinel surveillance and programme data, 2024"
Republic of Moldova,45.4,"Source: Behavioral surveillance survey and programme data, 2024"
Viet Nam,32.3,"Source: HSS+ 2024"
