Country,2023
Belarus,100
Belize,63
Botswana,2
Burundi,82
Cambodia,81.6
Chile,74.9
Comoros,93
Eswatini,87
Ethiopia,94
Gambia,38
Ghana,100
Guinea,78
Iran (Islamic Republic of),3
Kazakhstan,49
Mozambique,80
Namibia,11
Nigeria,83
Rwanda,100
South Africa,26
Tajikistan,86
Togo,100
Uganda,99
Zambia,95
